scope,model,ok_windows,failed_windows,mae,rmse,predictive_log_likelihood,interval_coverage_95,directional_accuracy,mean_pred_std,mean_window_spearman,long_short_top1_bottom1_mean
multitask,plain,24,0,0.0248651131327285,0.03142588719187775,2.0842404992885233,0.9837962962962963,0.4976851851851852,0.040053761547681886,0.15729274165806675,0.011247471940939113
