scope,model,ok_windows,failed_windows,mae,rmse,predictive_log_likelihood,interval_coverage_95,directional_accuracy,mean_pred_std,mean_window_spearman,long_short_top1_bottom1_mean
multitask,plain,24,0,0.02546021837488659,0.03189937739201965,2.0758059271817886,0.898148148148148,0.44675925925925924,0.025790409331587216,0.1176470588235294,0.015345612941652343
