scope,model,ok_windows,failed_windows,mae,rmse,predictive_log_likelihood,interval_coverage_95,directional_accuracy,mean_pred_std,mean_window_spearman,long_short_top1_bottom1_mean
multitask,plain,1,0,0.05599997420432339,0.07037267769166533,1.3408145045312532,0.7777777777777778,0.9444444444444444,0.03893742879620712,0.78328173374613,0.1402658545168587
