scope,model,ok_windows,failed_windows,mae,rmse,predictive_log_likelihood,interval_coverage_95,directional_accuracy,mean_pred_std,mean_window_spearman,long_short_top1_bottom1_mean
multitask,plain,24,0,0.025158364776375883,0.03162978818500329,2.066591724144884,0.9745370370370371,0.5046296296296297,0.039431642717051706,0.13949088407292742,0.0053317345113737535
