scope,status,message,model,train_end_date,forecast_date,train_rows,test_rows,task_count,n,mae,rmse,predictive_log_likelihood,interval_coverage_95,directional_accuracy,mean_pred_std,mean_window_spearman,long_short_top1_bottom1_mean
multitask,ok,,plain,2024-03-29,2024-04-30,684,18,18,18,0.02977968066068167,0.03341444073614445,2.050717811022823,1.0,0.4444444444444444,0.04160706131861967,0.47368421052631576,0.007795218409090365
multitask,ok,,plain,2024-04-30,2024-05-31,702,18,18,18,0.017105544563452743,0.021947522406473245,2.230982295310766,1.0,0.3888888888888889,0.04148641101910214,-0.0196078431372549,0.02301454158826366
multitask,ok,,plain,2024-05-31,2024-06-28,720,18,18,18,0.03619073991663408,0.045907852849411714,1.8336290778752777,1.0,0.2777777777777778,0.04123830538976667,-0.2053663570691434,-0.016783443105464313
multitask,ok,,plain,2024-06-28,2024-07-31,738,18,18,18,0.015082487217198175,0.020503116928952615,2.2520470398213055,1.0,0.6111111111111112,0.04109066545201389,0.09803921568627451,-0.02887866615637147
multitask,ok,,plain,2024-07-31,2024-08-30,756,18,18,18,0.01669221652977948,0.022965611474830443,2.187487219486442,1.0,0.8333333333333334,0.04057288164158279,0.07533539731682146,-0.004100978742403116
multitask,ok,,plain,2024-08-30,2024-09-30,774,18,18,18,0.032602253619860765,0.0363791871412487,1.8837269665503886,1.0,0.05555555555555555,0.04059326966319913,0.20743034055727552,-0.0034497215573376927
multitask,ok,,plain,2024-09-30,2024-10-31,792,18,18,18,0.03183275750505776,0.04440104462939688,1.9245564890320965,1.0,0.3888888888888889,0.040278573671974564,0.479876160990712,0.05245903521262041
multitask,ok,,plain,2024-10-31,2024-11-29,810,18,18,18,0.03705488033916625,0.04953746021856435,1.841049711465376,1.0,0.6111111111111112,0.04030931383189629,-0.2549019607843137,-0.05384505451095456
multitask,ok,,plain,2024-11-29,2024-12-31,828,18,18,18,0.01699386635260495,0.01968119948640754,2.245656297745856,1.0,0.3888888888888889,0.04037601767918905,0.41589267285861714,0.010314722150464917
multitask,ok,,plain,2024-12-31,2025-01-31,846,18,18,18,0.02131664104151336,0.027627401787735845,2.1373138454191327,1.0,0.3333333333333333,0.040065321330053,-0.46955624355005166,-0.019837827076245373
multitask,ok,,plain,2025-01-31,2025-02-28,864,18,18,18,0.026096209055682426,0.036348190352716435,2.1006061057801393,1.0,0.2777777777777778,0.03980114209377715,0.19504643962848298,0.04379984500136025
multitask,ok,,plain,2025-02-28,2025-03-31,882,18,18,18,0.020520726052465386,0.026731005399114004,2.212886080199663,1.0,0.6111111111111112,0.03974613842461172,0.01547987616099071,-0.06343248471616636
multitask,ok,,plain,2025-03-31,2025-04-30,900,18,18,18,0.028726025500189947,0.0372197969319197,2.0743322104759785,1.0,0.6111111111111112,0.03950614708519249,0.37048503611971106,-0.009037012489811147
multitask,ok,,plain,2025-04-30,2025-05-30,918,18,18,18,0.02720110905908163,0.031039459485725805,2.101682451727434,1.0,0.7777777777777778,0.039758365749393274,0.5583075335397317,0.04789390563985396
multitask,ok,,plain,2025-05-30,2025-06-30,936,18,18,18,0.009587147360338458,0.012652048499031576,2.354460658998063,1.0,0.6666666666666666,0.039326819594565784,0.5356037151702786,0.007607164235018837
multitask,ok,,plain,2025-06-30,2025-07-31,954,18,18,18,0.028111716209781153,0.034588575188396094,2.096688945356375,1.0,0.5555555555555556,0.0388135809500465,0.19091847265221878,-0.032502200120898994
multitask,ok,,plain,2025-07-31,2025-08-29,972,18,18,18,0.012190545271665685,0.016411395716171968,2.327788273854339,1.0,0.6111111111111112,0.038713212481456344,0.413828689370485,0.005194480799060264
multitask,ok,,plain,2025-08-29,2025-09-30,990,18,18,18,0.01045932994122065,0.01278038824735638,2.3676596609495117,1.0,0.5,0.0383607514394872,0.3126934984520124,0.04382747409976562
multitask,ok,,plain,2025-09-30,2025-10-31,1008,18,18,18,0.011111672648121448,0.015001660567815104,2.3673761152275365,1.0,0.5,0.038207491347085086,-0.3519091847265222,-0.03933858376749233
multitask,ok,,plain,2025-10-31,2025-11-28,1026,18,18,18,0.011124829428417575,0.014418499178233415,2.3907652850033454,1.0,0.6111111111111112,0.037276045804039606,0.12693498452012383,0.015433689729399847
multitask,ok,,plain,2025-11-28,2025-12-31,1044,18,18,18,0.022728669379915297,0.02955644630378484,2.2521093905373295,1.0,0.7777777777777778,0.03658255719060364,0.4674922600619195,0.061804384881031904
multitask,ok,,plain,2025-12-31,2026-01-30,1062,18,18,18,0.020394168186985473,0.024306002749473605,2.2188630359406227,1.0,0.6666666666666666,0.037217644743406164,0.5748194014447885,0.036224097937759714
multitask,ok,,plain,2026-01-30,2026-02-27,1080,18,18,18,0.05851787836889763,0.06784455042409389,1.0807145328890817,0.7222222222222222,0.16666666666666666,0.03733012351225611,-0.7791537667698658,-0.03644994725995965
multitask,ok,,plain,2026-02-27,2026-03-31,1080,18,18,18,0.06237966042430917,0.07785205973708025,1.065101878808326,0.6666666666666666,0.4444444444444444,0.038101583795922545,-0.08359133126934985,0.08024898809238534
